glue_id,smiles,inchikey,linker,source_fragment,mw,clogp,tpsa,hbd,hba,rtb,aromatic_rings,fsp3,qed,pka_basic_est,cns_mpo_proxy,cns_mpo_wager_approx,gate_mw_lt450,gate_clogp_2_4,gate_tpsa_lt90,gate_mpo_ge4,gate_pains_free,gate_anchor,gate_tpsa_lt120_fb,gate_mpo_ge3p5_fb,passes_all_gates,passes_fallback
GLUE1617,NC1=NC(=O)C(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)O1,RRIUANMGZZMNLF-UHFFFAOYSA-N,acetamide,*C1OC(N)=NC1=O,399.36,-0.98,160.3,3,7,4,1,0.333,0.548,9.0,3.0,3.39,True,False,False,False,True,True,False,False,False,False
GLUE1618,NC1=NC(=O)C(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)O1,GGDRNDCKSIRJME-UHFFFAOYSA-N,urea,*C1OC(N)=NC1=O,400.35,-1.23,172.3,4,7,3,1,0.294,0.46,9.0,2.5,3.21,True,False,False,False,True,True,False,False,False,False
GLUE1619,NC1=NC(=O)C(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)O1,XWPIFBSDFWOMTI-UHFFFAOYSA-N,carbamate,*C1OC(N)=NC1=O,401.34,-0.81,169.5,3,8,3,1,0.294,0.552,9.0,3.0,3.37,True,False,False,False,True,True,False,False,False,False
GLUE1620,Cc1c(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)ccc2nc(N)nc(N)c12,SFPRLOILIHYICM-UHFFFAOYSA-N,amide,*c1ccc2nc(N)nc(N)c2c1C,459.47,1.12,173.4,4,8,3,3,0.217,0.422,4.5,2.5,3.29,False,False,False,False,True,True,False,False,False,False
GLUE1621,Cc1c(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)ccc2nc(N)nc(N)c12,ZZVOYXYPYIFHAV-UHFFFAOYSA-N,sulfonamide,*c1ccc2nc(N)nc(N)c2c1C,495.52,0.66,190.5,4,9,4,3,0.227,0.377,4.5,2.5,3.03,False,False,False,False,True,True,False,False,False,False
GLUE1622,Cc1c(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)ccc2nc(N)nc(N)c12,MTCZZEWFULADDX-UHFFFAOYSA-N,acetamide,*c1ccc2nc(N)nc(N)c2c1C,473.49,1.04,173.4,4,8,4,3,0.25,0.407,4.5,2.5,3.19,False,False,False,False,True,True,False,False,False,False
GLUE1623,Cc1c(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)ccc2nc(N)nc(N)c12,CRLYMQFUJMFSRH-UHFFFAOYSA-N,urea,*c1ccc2nc(N)nc(N)c2c1C,474.48,1.51,185.4,5,8,3,3,0.217,0.353,4.5,2.5,3.18,False,False,False,False,True,True,False,False,False,False
GLUE1624,Cc1c(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)ccc2nc(N)nc(N)c12,AVUBIKWHNNBJTD-UHFFFAOYSA-N,carbamate,*c1ccc2nc(N)nc(N)c2c1C,475.47,1.47,182.6,4,9,3,3,0.217,0.408,4.5,2.5,3.18,False,False,False,False,True,True,False,False,False,False
GLUE1625,O=C1CCC(N2Cc3cccc(NC(=O)OCP(=O)(O)O)c3C2=O)C(=O)N1,HLMMEUCHKMLYHS-UHFFFAOYSA-N,amide,*OCP(=O)(O)O,397.28,0.13,162.3,4,6,4,1,0.333,0.412,5.0,2.5,3.73,True,False,False,False,True,True,False,False,False,False
GLUE1626,O=C1CCC(N2Cc3cccc(NS(=O)(=O)OCP(=O)(O)O)c3C2=O)C(=O)N1,UMUNTZYFWINGQG-UHFFFAOYSA-N,sulfonamide,*OCP(=O)(O)O,433.34,-0.74,179.4,4,7,6,1,0.357,0.332,5.0,2.5,3.48,True,False,False,False,True,True,False,False,False,False
GLUE1627,O=C1CCC(N2Cc3cccc(NC(=O)COCP(=O)(O)O)c3C2=O)C(=O)N1,YLMVSSLJAYIEMO-UHFFFAOYSA-N,acetamide,*OCP(=O)(O)O,411.31,-0.46,162.3,4,6,6,1,0.375,0.361,5.0,2.5,3.63,True,False,False,False,True,True,False,False,False,False
GLUE1628,O=C1CCC(N2Cc3cccc(NC(=O)NOCP(=O)(O)O)c3C2=O)C(=O)N1,WZQUJYPVQYDPFK-UHFFFAOYSA-N,urea,*OCP(=O)(O)O,412.3,-0.36,174.4,5,6,5,1,0.333,0.247,5.0,2.5,3.63,True,False,False,False,True,True,False,False,False,False
GLUE1629,O=C1CCC(N2Cc3cccc(NC(=O)OOCP(=O)(O)O)c3C2=O)C(=O)N1,RNSLOCOPGLGMHL-UHFFFAOYSA-N,carbamate,*OCP(=O)(O)O,413.28,0.06,171.6,4,7,5,1,0.333,0.225,5.0,2.5,3.62,True,False,False,False,True,True,False,False,False,False
GLUE1630,O=C1CCC(N2Cc3cccc(NC(=O)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c3C2=O)C(=O)N1,RUJNCRGYLUXADL-ZICSQOAGSA-N,amide,*C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,451.43,-2.79,196.7,7,9,8,1,0.5,0.204,5.0,2.5,3.35,False,False,False,False,True,True,False,False,False,False
GLUE1631,O=C1CCC(N2Cc3cccc(NS(=O)(=O)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c3C2=O)C(=O)N1,ZQNWRNLPPJDRDY-BZSADYMVSA-N,sulfonamide,*C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,487.49,-3.37,213.8,7,10,9,1,0.526,0.172,5.0,2.0,3.09,False,False,False,False,True,True,False,False,False,False
GLUE1632,O=C1CCC(N2Cc3cccc(NC(=O)CC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c3C2=O)C(=O)N1,XDQMSWMQPOKSNC-ANCOBHAESA-N,acetamide,*C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,465.46,-2.4,196.7,7,9,9,1,0.524,0.194,5.0,2.0,3.25,False,False,False,False,True,True,False,False,False,False
GLUE1633,O=C1CCC(N2Cc3cccc(NC(=O)NC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c3C2=O)C(=O)N1,YZXHRRFYJOPODH-LDWSZUNPSA-N,urea,*C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,466.45,-2.99,208.8,8,9,8,1,0.5,0.183,5.0,2.5,3.24,False,False,False,False,True,True,False,False,False,False
GLUE1634,O=C1CCC(N2Cc3cccc(NC(=O)OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c3C2=O)C(=O)N1,WKTJFDVIUHJCSM-BZSADYMVSA-N,carbamate,*C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,467.43,-2.57,206.0,7,10,8,1,0.5,0.199,5.0,2.5,3.23,False,False,False,False,True,True,False,False,False,False
GLUE1635,O=C1CCC(N2Cc3cccc(NC(=O)[C@H]4COC(=O)N4)c3C2=O)C(=O)N1,AGCGWDHNSLEPAH-NFJWQWPMSA-N,amide,*[C@H]1COC(=O)N1,372.34,-0.51,133.9,3,6,3,1,0.353,0.612,5.0,3.0,4.08,True,False,False,False,True,True,False,False,False,False
GLUE1636,O=C1CCC(N2Cc3cccc(NS(=O)(=O)[C@H]4COC(=O)N4)c3C2=O)C(=O)N1,JZOLRVNRAWTHOG-KFJBMODSSA-N,sulfonamide,*[C@H]1COC(=O)N1,408.39,-0.74,151.0,3,7,4,1,0.375,0.555,5.0,3.0,3.82,True,False,False,False,True,True,False,False,False,False
GLUE1637,O=C1CCC(N2Cc3cccc(NC(=O)C[C@H]4COC(=O)N4)c3C2=O)C(=O)N1,GVGMLPMKRHIVPL-NUHJPDEHSA-N,acetamide,*[C@H]1COC(=O)N1,386.36,-0.12,133.9,3,6,4,1,0.389,0.618,5.0,3.0,3.98,True,False,False,False,True,True,False,False,False,False
GLUE1638,O=C1CCC(N2Cc3cccc(NC(=O)N[C@H]4COC(=O)N4)c3C2=O)C(=O)N1,HCCGYKSKWLEWEX-RRKGBCIJSA-N,urea,*[C@H]1COC(=O)N1,387.35,-0.36,145.9,4,6,3,1,0.353,0.521,5.0,2.5,3.8,True,False,False,False,True,True,False,False,False,False
GLUE1639,O=C1CCC(N2Cc3cccc(NC(=O)O[C@H]4COC(=O)N4)c3C2=O)C(=O)N1,XHJCIQNYHWKSCI-KFJBMODSSA-N,carbamate,*[C@H]1COC(=O)N1,388.34,0.06,143.1,3,7,3,1,0.353,0.621,5.0,3.0,3.96,True,False,False,False,True,True,False,False,False,False
GLUE1640,O=C1CCC(N2Cc3cccc(NC(=O)N4CCNC4=O)c3C2=O)C(=O)N1,MZDJTBWSTZQBJC-UHFFFAOYSA-N,amide,*N1CCNC1=O,371.35,0.0,127.9,3,5,2,1,0.353,0.631,5.0,3.0,4.09,True,False,False,False,True,True,False,False,False,False
GLUE1641,O=C1CCC(N2Cc3cccc(NS(=O)(=O)N4CCNC4=O)c3C2=O)C(=O)N1,UOGVRALWPBZLRP-UHFFFAOYSA-N,sulfonamide,*N1CCNC1=O,407.41,-0.87,145.0,3,6,4,1,0.375,0.553,5.0,3.0,3.83,True,False,False,False,True,True,False,False,False,False
GLUE1642,O=C1CCC(N2Cc3cccc(NC(=O)CN4CCNC4=O)c3C2=O)C(=O)N1,YBTQLXPSVSWQTA-UHFFFAOYSA-N,acetamide,*N1CCNC1=O,385.38,-0.59,127.9,3,5,4,1,0.389,0.597,5.0,3.0,3.99,True,False,False,False,True,True,False,False,False,False
GLUE1643,O=C1CCC(N2Cc3cccc(NC(=O)NN4CCNC4=O)c3C2=O)C(=O)N1,XQEVBMKXJZFTRL-UHFFFAOYSA-N,urea,*N1CCNC1=O,386.37,-0.49,139.9,4,5,3,1,0.353,0.519,5.0,2.5,3.81,True,False,False,False,True,True,False,False,False,False
GLUE1644,O=C1CCC(N2Cc3cccc(NC(=O)ON4CCNC4=O)c3C2=O)C(=O)N1,QCFCYJLBVGIEIU-UHFFFAOYSA-N,carbamate,*N1CCNC1=O,387.35,-0.06,137.1,3,6,3,1,0.353,0.621,5.0,3.0,3.97,True,False,False,False,True,True,False,False,False,False
GLUE1645,NS(=O)(=O)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,RADDWARXMRNHHR-UHFFFAOYSA-N,amide,*OS(N)(=O)=O,382.35,-0.8,165.0,3,7,3,1,0.286,0.576,5.0,3.0,4.01,True,False,False,False,True,True,False,False,False,False
GLUE1646,NS(=O)(=O)OS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,PKDHRDSGKYPQCL-UHFFFAOYSA-N,sulfonamide,*OS(N)(=O)=O,418.41,-1.68,182.0,3,8,5,1,0.308,0.474,5.0,3.0,3.75,True,False,False,False,True,True,False,False,False,False
GLUE1647,NS(=O)(=O)OCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,PJCMLXQCIDFSGW-UHFFFAOYSA-N,acetamide,*OS(N)(=O)=O,396.38,-1.39,165.0,3,7,5,1,0.333,0.515,5.0,3.0,3.91,True,False,False,False,True,True,False,False,False,False
GLUE1648,NS(=O)(=O)ONC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,GFIQBYYYHXMXPP-UHFFFAOYSA-N,urea,*OS(N)(=O)=O,397.37,-1.3,177.0,4,7,4,1,0.286,0.36,5.0,2.5,3.73,True,False,False,False,True,True,False,False,False,False
GLUE1649,NS(=O)(=O)OOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,NIZCZFZPYIHEKA-UHFFFAOYSA-N,carbamate,*OS(N)(=O)=O,398.35,-0.87,174.2,3,8,4,1,0.286,0.333,5.0,3.0,3.89,True,False,False,False,True,True,False,False,False,False
GLUE1650,O=C1CCC(N2Cc3cccc(NC(=O)N4CCCC4=O)c3C2=O)C(=O)N1,SZNISZKNWCKXRM-UHFFFAOYSA-N,amide,*N1CCCC1=O,370.37,0.6,115.9,2,5,2,1,0.389,0.74,5.0,3.5,4.56,True,False,False,False,True,True,True,True,False,False
GLUE1651,O=C1CCC(N2Cc3cccc(NS(=O)(=O)N4CCCC4=O)c3C2=O)C(=O)N1,SBVJFIYCGVDWLX-UHFFFAOYSA-N,sulfonamide,*N1CCCC1=O,406.42,-0.27,133.0,2,6,4,1,0.412,0.661,5.0,3.0,4.17,True,False,False,False,True,True,False,False,False,False
GLUE1652,O=C1CCC(N2Cc3cccc(NC(=O)CN4CCCC4=O)c3C2=O)C(=O)N1,BZXLCWBCDLYIHO-UHFFFAOYSA-N,acetamide,*N1CCCC1=O,384.39,0.01,115.9,2,5,4,1,0.421,0.71,5.0,3.5,4.46,True,False,False,False,True,True,True,True,False,False
GLUE1653,O=C1CCC(N2Cc3cccc(NC(=O)NN4CCCC4=O)c3C2=O)C(=O)N1,OTLRWQCFVBOWCS-UHFFFAOYSA-N,urea,*N1CCCC1=O,385.38,0.11,127.9,3,5,3,1,0.389,0.636,5.0,3.0,3.99,True,False,False,False,True,True,False,False,False,False
GLUE1654,O=C1CCC(N2Cc3cccc(NC(=O)ON4CCCC4=O)c3C2=O)C(=O)N1,RMTZUCCXDNULAA-UHFFFAOYSA-N,carbamate,*N1CCCC1=O,386.36,0.53,125.1,2,6,3,1,0.389,0.73,5.0,3.0,4.31,True,False,False,False,True,True,False,False,False,False
GLUE1655,O=C1CCC(N2Cc3cccc(NC(=O)[C@H]4CCc5c(O)cccc5C4)c3C2=O)C(=O)N1,FECQWTQTMQROKK-PIVQAISJSA-N,amide,*[C@H]1CCc2c(O)cccc2C1,433.46,1.9,115.8,3,5,3,2,0.333,0.64,5.0,3.5,3.78,True,False,False,False,True,True,True,True,False,False
GLUE1656,O=C1CCC(N2Cc3cccc(NS(=O)(=O)[C@H]4CCc5c(O)cccc5C4)c3C2=O)C(=O)N1,VESASPZHSHZIDK-BUSXIPJBSA-N,sulfonamide,*[C@H]1CCc2c(O)cccc2C1,469.52,1.45,132.9,3,6,4,2,0.348,0.581,5.0,3.0,3.38,False,False,False,False,True,True,False,False,False,False
GLUE1657,O=C1CCC(N2Cc3cccc(NC(=O)C[C@H]4CCc5c(O)cccc5C4)c3C2=O)C(=O)N1,OOSQUFNOJYHDNC-KTQQKIMGSA-N,acetamide,*[C@H]1CCc2c(O)cccc2C1,447.49,2.29,115.8,3,5,4,2,0.36,0.622,5.0,3.5,3.68,True,True,False,False,True,True,True,True,False,True
GLUE1658,O=C1CCC(N2Cc3cccc(NC(=O)N[C@H]4CCc5c(O)cccc5C4)c3C2=O)C(=O)N1,IIJGOKCGCNGCBU-BUSXIPJBSA-N,urea,*[C@H]1CCc2c(O)cccc2C1,448.48,1.83,127.8,4,5,3,2,0.333,0.533,5.0,2.5,3.37,True,False,False,False,True,True,False,False,False,False
GLUE1659,O=C1CCC(N2Cc3cccc(NC(=O)O[C@H]4CCc5c(O)cccc5C4)c3C2=O)C(=O)N1,GGTGFEWJFWSWPE-BUSXIPJBSA-N,carbamate,*[C@H]1CCc2c(O)cccc2C1,449.46,2.26,125.0,3,6,3,2,0.333,0.618,5.0,3.0,3.53,True,True,False,False,True,True,False,False,False,False
GLUE1660,O=C1CCC(N2Cc3cccc(NC(=O)OCCl)c3C2=O)C(=O)N1,IKRDYHSDNIHZHY-UHFFFAOYSA-N,amide,*OCCl,351.75,1.19,104.8,2,5,3,1,0.333,0.628,5.0,4.0,5.01,True,False,False,True,True,True,True,True,False,False
GLUE1661,O=C1CCC(N2Cc3cccc(NS(=O)(=O)OCCl)c3C2=O)C(=O)N1,UFZVCTKIXJCNPJ-UHFFFAOYSA-N,sulfonamide,*OCCl,387.8,0.32,121.9,2,6,5,1,0.357,0.554,5.0,3.0,4.3,True,False,False,False,True,True,False,False,False,False
GLUE1662,O=C1CCC(N2Cc3cccc(NC(=O)COCCl)c3C2=O)C(=O)N1,HVTIDHOSAJHKBT-UHFFFAOYSA-N,acetamide,*OCCl,365.77,0.6,104.8,2,5,5,1,0.375,0.587,5.0,3.5,4.97,True,False,False,False,True,True,True,True,False,False
GLUE1663,O=C1CCC(N2Cc3cccc(NC(=O)NOCCl)c3C2=O)C(=O)N1,CXDZGWHOMAYSGY-UHFFFAOYSA-N,urea,*OCCl,366.76,0.7,116.8,3,5,4,1,0.333,0.412,5.0,3.5,4.22,True,False,False,False,True,True,True,True,False,False
GLUE1664,O=C1CCC(N2Cc3cccc(NC(=O)OOCCl)c3C2=O)C(=O)N1,HZZIPRWBVXRUOI-UHFFFAOYSA-N,carbamate,*OCCl,367.75,1.12,114.0,2,6,4,1,0.333,0.357,5.0,3.5,4.64,True,False,False,False,True,True,True,True,False,False
GLUE1665,NC1(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CCCCC1,XRHXCUCHUDXPQZ-UHFFFAOYSA-N,amide,*C1(N)CCCCC1,384.44,1.05,121.6,3,5,3,1,0.5,0.673,9.0,3.0,3.49,True,False,False,False,True,True,False,False,False,False
GLUE1666,NC1(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CCCCC1,XCKFCHVNWKHTIS-UHFFFAOYSA-N,sulfonamide,*C1(N)CCCCC1,420.49,0.81,138.7,3,6,4,1,0.526,0.616,9.0,3.0,3.23,True,False,False,False,True,True,False,False,False,False
GLUE1667,NC1(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CCCCC1,KEXVMQOETCDSAQ-UHFFFAOYSA-N,acetamide,*C1(N)CCCCC1,398.46,1.44,121.6,3,5,4,1,0.524,0.663,9.0,3.0,3.39,True,False,False,False,True,True,False,False,False,False
GLUE1668,NC1(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CCCCC1,VGVGXVSJVCEECM-UHFFFAOYSA-N,urea,*C1(N)CCCCC1,399.45,1.19,133.6,4,5,3,1,0.5,0.447,9.0,2.5,3.22,True,False,False,False,True,True,False,False,False,False
GLUE1669,NC1(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CCCCC1,WFSDCHITDFGSSC-UHFFFAOYSA-N,carbamate,*C1(N)CCCCC1,400.44,1.62,130.8,3,6,3,1,0.5,0.522,9.0,3.0,3.38,True,False,False,False,True,True,False,False,False,False
GLUE1670,O=C1CCC(N2Cc3cccc(NC(=O)C[C@H](O)CO)c3C2=O)C(=O)N1,HMBOYVQFZMTOHM-NUHJPDEHSA-N,amide,*C[C@H](O)CO,361.35,-0.87,136.0,4,6,5,1,0.412,0.503,5.0,2.5,3.99,True,False,False,False,True,True,False,False,False,False
GLUE1671,O=C1CCC(N2Cc3cccc(NS(=O)(=O)C[C@H](O)CO)c3C2=O)C(=O)N1,ZQVNUFAJMKECAX-RWANSRKNSA-N,sulfonamide,*C[C@H](O)CO,397.41,-1.46,153.1,4,7,6,1,0.438,0.428,5.0,2.5,3.73,True,False,False,False,True,True,False,False,False,False
GLUE1672,O=C1CCC(N2Cc3cccc(NC(=O)CC[C@H](O)CO)c3C2=O)C(=O)N1,RNQFKVYHIHOOJL-AMGKYWFPSA-N,acetamide,*C[C@H](O)CO,375.38,-0.48,136.0,4,6,6,1,0.444,0.496,5.0,2.5,3.89,True,False,False,False,True,True,False,False,False,False
GLUE1673,O=C1CCC(N2Cc3cccc(NC(=O)NC[C@H](O)CO)c3C2=O)C(=O)N1,OLABKINUDGOBGH-NUHJPDEHSA-N,urea,*C[C@H](O)CO,376.37,-1.08,148.1,5,6,5,1,0.412,0.413,5.0,2.5,3.88,True,False,False,False,True,True,False,False,False,False
GLUE1674,O=C1CCC(N2Cc3cccc(NC(=O)OC[C@H](O)CO)c3C2=O)C(=O)N1,AOLZUOYTEBNXHI-RWANSRKNSA-N,carbamate,*C[C@H](O)CO,377.35,-0.65,145.3,4,7,5,1,0.412,0.499,5.0,2.5,3.88,True,False,False,False,True,True,False,False,False,False
GLUE1675,O=C1CCC(N2Cc3cccc(NC(=O)C(=O)C(F)(F)F)c3C2=O)C(=O)N1,HSHWFTMMLCZLKR-UHFFFAOYSA-N,amide,*C(=O)C(F)(F)F,383.28,0.52,112.7,2,5,3,1,0.312,0.584,5.0,3.5,4.58,True,False,False,False,True,True,True,True,False,False
GLUE1676,O=C1CCC(N2Cc3cccc(NS(=O)(=O)C(=O)C(F)(F)F)c3C2=O)C(=O)N1,GHQXYPITAKMZQR-UHFFFAOYSA-N,sulfonamide,*C(=O)C(F)(F)F,419.34,0.28,129.7,2,6,3,1,0.333,0.677,5.0,3.0,4.08,True,False,False,False,True,True,False,False,False,False
GLUE1677,O=C1CCC(N2Cc3cccc(NC(=O)CC(=O)C(F)(F)F)c3C2=O)C(=O)N1,UIQUFURPOGQUTN-UHFFFAOYSA-N,acetamide,*C(=O)C(F)(F)F,397.31,0.91,112.7,2,5,4,1,0.353,0.579,5.0,3.5,4.48,True,False,False,False,True,True,True,True,False,False
GLUE1678,O=C1CCC(N2Cc3cccc(NC(=O)NC(=O)C(F)(F)F)c3C2=O)C(=O)N1,GFGDFBPSRVHQDR-UHFFFAOYSA-N,urea,*C(=O)C(F)(F)F,398.3,0.66,124.7,3,5,2,1,0.312,0.632,5.0,3.0,3.89,True,False,False,False,True,True,False,False,False,False
GLUE1679,O=C1CCC(N2Cc3cccc(NC(=O)OC(=O)C(F)(F)F)c3C2=O)C(=O)N1,FYYJVLMDEXSUGM-UHFFFAOYSA-N,carbamate,*C(=O)C(F)(F)F,399.28,1.08,121.9,2,6,2,1,0.312,0.436,5.0,3.0,4.22,True,False,False,False,True,True,False,False,False,False
GLUE1680,O=C1CCC(N2Cc3cccc(NC(=O)[C@@H]4CCNC4=O)c3C2=O)C(=O)N1,QVDXGFDLWFSPJI-RWANSRKNSA-N,amide,*[C@@H]1CCNC1=O,370.37,-0.48,124.7,3,5,3,1,0.389,0.49,5.0,3.0,4.09,True,False,False,False,True,True,False,False,False,False
GLUE1681,O=C1CCC(N2Cc3cccc(NS(=O)(=O)[C@@H]4CCNC4=O)c3C2=O)C(=O)N1,MBLZORNRAYSQNI-PIJUOVFKSA-N,sulfonamide,*[C@@H]1CCNC1=O,406.42,-0.92,141.8,3,6,4,1,0.412,0.552,5.0,3.0,3.84,True,False,False,False,True,True,False,False,False,False
GLUE1682,O=C1CCC(N2Cc3cccc(NC(=O)C[C@@H]4CCNC4=O)c3C2=O)C(=O)N1,XUKKVDOXLBRPPQ-NKUHCKNESA-N,acetamide,*[C@@H]1CCNC1=O,384.39,-0.09,124.7,3,5,4,1,0.421,0.626,5.0,3.0,3.99,True,False,False,False,True,True,False,False,False,False
GLUE1683,O=C1CCC(N2Cc3cccc(NC(=O)N[C@@H]4CCNC4=O)c3C2=O)C(=O)N1,ZDUOJAWJCNCHOG-JHJMLUEUSA-N,urea,*[C@@H]1CCNC1=O,385.38,-0.54,136.7,4,5,3,1,0.389,0.518,5.0,2.5,3.82,True,False,False,False,True,True,False,False,False,False
GLUE1684,O=C1CCC(N2Cc3cccc(NC(=O)O[C@@H]4CCNC4=O)c3C2=O)C(=O)N1,MEOAIWHFPYONPX-PIJUOVFKSA-N,carbamate,*[C@@H]1CCNC1=O,386.36,-0.12,133.9,3,6,3,1,0.389,0.621,5.0,3.0,3.98,True,False,False,False,True,True,False,False,False,False
GLUE1685,O=C1CCC(N2Cc3cccc(NC(=O)C(F)F)c3C2=O)C(=O)N1,LTKWEXJJVADTLX-UHFFFAOYSA-N,amide,*C(F)F,337.28,0.65,95.6,2,4,3,1,0.333,0.792,5.0,4.0,5.31,True,False,False,True,True,True,True,True,False,False
GLUE1686,O=C1CCC(N2Cc3cccc(NS(=O)(=O)C(F)F)c3C2=O)C(=O)N1,KWVUXBPVLRQLGG-UHFFFAOYSA-N,sulfonamide,*C(F)F,373.34,0.41,112.7,2,5,4,1,0.357,0.743,5.0,3.5,4.65,True,False,False,False,True,True,True,True,False,False
GLUE1687,O=C1CCC(N2Cc3cccc(NC(=O)CC(F)F)c3C2=O)C(=O)N1,ZBTZOMXXUOLFFZ-UHFFFAOYSA-N,acetamide,*C(F)F,351.31,1.04,95.6,2,4,4,1,0.375,0.793,5.0,4.0,5.31,True,False,False,True,True,True,True,True,False,False
GLUE1688,O=C1CCC(N2Cc3cccc(NC(=O)NC(F)F)c3C2=O)C(=O)N1,VXQBEUDQLNLAQT-UHFFFAOYSA-N,urea,*C(F)F,352.3,0.79,107.6,3,4,3,1,0.333,0.552,5.0,4.0,4.58,True,False,False,True,True,True,True,True,False,False
GLUE1689,[2H]C1([2H])C(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C([2H])([2H])C([2H])([2H])C1([2H])[2H],FGQPHPCFGOCIDN-YPKJOVNCSA-N,amide,*C1C([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H],363.44,1.58,95.6,2,4,3,1,0.474,0.797,5.0,3.5,5.29,True,False,False,False,True,True,True,True,False,False
GLUE1690,[2H]C1([2H])C(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C([2H])([2H])C([2H])([2H])C1([2H])[2H],QTJKIGUNOJVDES-WYNDGVHTSA-N,sulfonamide,*C1C([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H],399.5,1.13,112.7,2,5,4,1,0.5,0.737,5.0,3.5,4.46,True,False,False,False,True,True,True,True,False,False
GLUE1691,[2H]C1([2H])C(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C([2H])([2H])C([2H])([2H])C1([2H])[2H],LNGBYQWJEIYBMT-YPKJOVNCSA-N,acetamide,*C1C([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H],377.47,1.97,95.6,2,4,4,1,0.5,0.784,5.0,3.5,5.19,True,False,False,False,True,True,True,True,False,False
GLUE1692,[2H]C1([2H])C(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C([2H])([2H])C([2H])([2H])C1([2H])[2H],UOQXKDZHXCFTBK-WYNDGVHTSA-N,urea,*C1C([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H],378.46,1.51,107.6,3,4,3,1,0.474,0.693,5.0,3.5,4.45,True,False,False,False,True,True,True,True,False,False
GLUE1693,[2H]C1([2H])C(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C([2H])([2H])C([2H])([2H])C1([2H])[2H],MEPSGXAVZUMCOT-WYNDGVHTSA-N,carbamate,*C1C([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H],379.44,1.94,104.8,2,5,3,1,0.474,0.781,5.0,3.5,4.87,True,False,False,False,True,True,True,True,False,False
GLUE1694,CCC(CC)C(=O)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,WTEYTMKLHYONGN-UHFFFAOYSA-N,amide,*C(=O)C(CC)CC,385.42,1.39,112.7,2,5,6,1,0.45,0.568,5.0,3.5,4.56,True,False,False,False,True,True,True,True,False,False
GLUE1695,CCC(CC)C(=O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,GYSZTIZGJPJFHW-UHFFFAOYSA-N,sulfonamide,*C(=O)C(CC)CC,421.48,1.15,129.7,2,6,6,1,0.474,0.663,5.0,3.0,4.06,True,False,False,False,True,True,False,False,False,False
