glue_id,smiles,inchikey,linker,source_fragment,mw
GLUE1214,N#C[C@@H]1CCCN1OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,QQEZOYDCKZMNKU-NBFOIZRFSA-N,carbamate,*N1CCC[C@H]1C#N,397.39
GLUE1215,O=C([O-])CCS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,YTTVCIMMPMDPOO-UHFFFAOYSA-M,sulfonamide,*CCC(=O)[O-],394.39
GLUE1216,O=C([O-])CCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,GDKPXGOUEULVFF-UHFFFAOYSA-M,acetamide,*CCC(=O)[O-],372.36
GLUE1217,O=C([O-])CCNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,WFTQETMXEXYPHV-UHFFFAOYSA-M,urea,*CCC(=O)[O-],373.35
GLUE1218,O=C([O-])CCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,GYYARSXSRWHEIV-UHFFFAOYSA-M,carbamate,*CCC(=O)[O-],374.33
GLUE1219,N=C(N)c1ccc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(O)c1,DDQIEXPXCZSGBZ-UHFFFAOYSA-N,amide,*c1ccc(C(=N)N)cc1O,421.41
GLUE1220,N=C(N)c1ccc(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(O)c1,PXKABHJTBJZJKB-UHFFFAOYSA-N,sulfonamide,*c1ccc(C(=N)N)cc1O,457.47
GLUE1221,N=C(N)c1ccc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(O)c1,ASVXIHAXTDRSNW-UHFFFAOYSA-N,acetamide,*c1ccc(C(=N)N)cc1O,435.44
GLUE1222,N=C(N)c1ccc(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(O)c1,MBYQUURUDCYWTL-UHFFFAOYSA-N,urea,*c1ccc(C(=N)N)cc1O,436.43
GLUE1223,N=C(N)c1ccc(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c(O)c1,QFOSJOQUBIVVLQ-UHFFFAOYSA-N,carbamate,*c1ccc(C(=N)N)cc1O,437.41
GLUE1224,C[C@@](CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)(NN)C(=O)O,HXCOWHLKDQPOCK-MCEAHNFKSA-N,amide,*C[C@](C)(NN)C(=O)O,403.4
GLUE1225,C[C@@](CS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)(NN)C(=O)O,DMOKTYQUQYIFLI-KLLZUTDZSA-N,sulfonamide,*C[C@](C)(NN)C(=O)O,439.45
GLUE1226,C[C@@](CCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)(NN)C(=O)O,LCCDEZUYRVMBBL-RKLCOFROSA-N,acetamide,*C[C@](C)(NN)C(=O)O,417.42
GLUE1227,C[C@@](CNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)(NN)C(=O)O,PTCNHUXDGNSPJV-MCEAHNFKSA-N,urea,*C[C@](C)(NN)C(=O)O,418.41
GLUE1228,C[C@@](COC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)(NN)C(=O)O,JEPXXKIDRFPDFD-MCEAHNFKSA-N,carbamate,*C[C@](C)(NN)C(=O)O,419.39
GLUE1229,Cc1ccc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1C,GOXWRAXQFJPVCX-UHFFFAOYSA-N,amide,*c1ccc(C)c(C)c1,391.43
GLUE1230,Cc1ccc(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1C,KVKHOTJXNFMSIO-UHFFFAOYSA-N,sulfonamide,*c1ccc(C)c(C)c1,427.48
GLUE1231,Cc1ccc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1C,MJDMKRDMKMYENG-UHFFFAOYSA-N,acetamide,*c1ccc(C)c(C)c1,405.45
GLUE1232,Cc1ccc(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1C,PPOXTDMHAJXWNU-UHFFFAOYSA-N,urea,*c1ccc(C)c(C)c1,406.44
GLUE1233,Cc1ccc(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cc1C,MLTUCFBUTLVWOT-UHFFFAOYSA-N,carbamate,*c1ccc(C)c(C)c1,407.43
GLUE1234,O=C1CCC(N2Cc3cccc(NC(=O)C(=O)NO)c3C2=O)C(=O)N1,PEKXDJJUQRJMLU-UHFFFAOYSA-N,amide,*C(=O)NO,346.3
GLUE1235,O=C1CCC(N2Cc3cccc(NS(=O)(=O)C(=O)NO)c3C2=O)C(=O)N1,CREMNRJYHKTOMM-UHFFFAOYSA-N,sulfonamide,*C(=O)NO,382.35
GLUE1236,O=C1CCC(N2Cc3cccc(NC(=O)NC(=O)NO)c3C2=O)C(=O)N1,BLQSZSMLNWJIKA-UHFFFAOYSA-N,urea,*C(=O)NO,361.31
GLUE1237,O=C1CCC(N2Cc3cccc(NC(=O)OC(=O)NO)c3C2=O)C(=O)N1,GTNNQMAOHPMYDY-UHFFFAOYSA-N,carbamate,*C(=O)NO,362.3
GLUE1238,CC1NCCOC1C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,CKBMUQXZKMDPIV-UHFFFAOYSA-N,amide,*C1OCCNC1C,386.41
GLUE1239,CC1NCCOC1S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,KRWIHEWMFDMPPI-UHFFFAOYSA-N,sulfonamide,*C1OCCNC1C,422.46
GLUE1240,CC1NCCOC1CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,JKALZBVSUPWYCU-UHFFFAOYSA-N,acetamide,*C1OCCNC1C,400.44
GLUE1241,CC1NCCOC1NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,QYSVKRGPYZFMLZ-UHFFFAOYSA-N,urea,*C1OCCNC1C,401.42
GLUE1242,CC1NCCOC1OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,GYLYTAHXLMQDJL-UHFFFAOYSA-N,carbamate,*C1OCCNC1C,402.41
GLUE1243,CNNCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,KKMZTPOWHMUJMI-UHFFFAOYSA-N,amide,*CNNC,345.36
GLUE1244,CNNCS(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,YYJPGUWFMZLRAI-UHFFFAOYSA-N,sulfonamide,*CNNC,381.41
GLUE1245,CNNCCC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,PFTQOHHJZXEVKR-UHFFFAOYSA-N,acetamide,*CNNC,359.39
GLUE1246,CNNCNC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,PWLHSZHHHROJGE-UHFFFAOYSA-N,urea,*CNNC,360.37
GLUE1247,CNNCOC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,OMELSGBQFBIELK-UHFFFAOYSA-N,carbamate,*CNNC,361.36
GLUE1248,O=C1CCC(N2Cc3cccc(NC(=O)c4ccc5c(c4)CCO5)c3C2=O)C(=O)N1,UYYHMOCPGBWOFB-UHFFFAOYSA-N,amide,*c1ccc2c(c1)CCO2,405.41
GLUE1249,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4ccc5c(c4)CCO5)c3C2=O)C(=O)N1,PWSAGNYVQGTZCC-UHFFFAOYSA-N,sulfonamide,*c1ccc2c(c1)CCO2,441.47
GLUE1250,O=C1CCC(N2Cc3cccc(NC(=O)Cc4ccc5c(c4)CCO5)c3C2=O)C(=O)N1,KJCYEOHCTRREOI-UHFFFAOYSA-N,acetamide,*c1ccc2c(c1)CCO2,419.44
GLUE1251,O=C1CCC(N2Cc3cccc(NC(=O)Nc4ccc5c(c4)CCO5)c3C2=O)C(=O)N1,BJFZJNNOUUYRFY-UHFFFAOYSA-N,urea,*c1ccc2c(c1)CCO2,420.43
GLUE1252,O=C1CCC(N2Cc3cccc(NC(=O)Oc4ccc5c(c4)CCO5)c3C2=O)C(=O)N1,ISSDOHIWLUQWAD-UHFFFAOYSA-N,carbamate,*c1ccc2c(c1)CCO2,421.41
GLUE1253,O=C1CCC(N2Cc3cccc(NC(=O)c4ccc5c(c4)CCC5)c3C2=O)C(=O)N1,DEUXASVCVKQKLV-UHFFFAOYSA-N,amide,*c1ccc2c(c1)CCC2,403.44
GLUE1254,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4ccc5c(c4)CCC5)c3C2=O)C(=O)N1,URPJKFMZODIQNO-UHFFFAOYSA-N,sulfonamide,*c1ccc2c(c1)CCC2,439.49
GLUE1255,O=C1CCC(N2Cc3cccc(NC(=O)Cc4ccc5c(c4)CCC5)c3C2=O)C(=O)N1,GXCULIIGOXDWEJ-UHFFFAOYSA-N,acetamide,*c1ccc2c(c1)CCC2,417.47
GLUE1256,O=C1CCC(N2Cc3cccc(NC(=O)Nc4ccc5c(c4)CCC5)c3C2=O)C(=O)N1,CDEYKZYBKBRZSA-UHFFFAOYSA-N,urea,*c1ccc2c(c1)CCC2,418.45
GLUE1257,O=C1CCC(N2Cc3cccc(NC(=O)Oc4ccc5c(c4)CCC5)c3C2=O)C(=O)N1,PSWWALMGUXHDPW-UHFFFAOYSA-N,carbamate,*c1ccc2c(c1)CCC2,419.44
GLUE1258,CC(C)(CO)[C@@H](O)C(=O)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,FMPNXYYOGYBAMY-INSVYWFGSA-N,amide,*C(=O)[C@H](O)C(C)(C)CO,417.42
GLUE1259,CC(C)(CO)[C@@H](O)C(=O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,KECPUCDACFXAJE-CVRLYYSRSA-N,sulfonamide,*C(=O)[C@H](O)C(C)(C)CO,453.47
GLUE1260,CC(C)(CO)[C@@H](O)C(=O)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,IIACFYLRNKXWQW-UWBLVGDVSA-N,acetamide,*C(=O)[C@H](O)C(C)(C)CO,431.45
GLUE1261,CC(C)(CO)[C@@H](O)C(=O)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,HBEPSCWCDXQSJH-CVRLYYSRSA-N,urea,*C(=O)[C@H](O)C(C)(C)CO,432.43
GLUE1262,CC(C)(CO)[C@@H](O)C(=O)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,JGPBKDDVUNMRLY-CVRLYYSRSA-N,carbamate,*C(=O)[C@H](O)C(C)(C)CO,433.42
GLUE1263,N[C@@H]1CCCCN(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,RPUNUEACIMOOFR-AFYYWNPRSA-N,amide,*N1CCCC[C@@H](N)C1,399.45
GLUE1264,N[C@@H]1CCCCN(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,GRAANEDEWBASGJ-AFYYWNPRSA-N,sulfonamide,*N1CCCC[C@@H](N)C1,435.51
GLUE1265,N[C@@H]1CCCCN(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,NZQYGWXFZKRBEU-IURRXHLWSA-N,acetamide,*N1CCCC[C@@H](N)C1,413.48
GLUE1266,N[C@@H]1CCCCN(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,OJCOLNMTKRQQLY-AFYYWNPRSA-N,urea,*N1CCCC[C@@H](N)C1,414.47
GLUE1267,N[C@@H]1CCCCN(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)C1,WSACMGQQBLFYNI-AFYYWNPRSA-N,carbamate,*N1CCCC[C@@H](N)C1,415.45
GLUE1268,O=C([O-])CCC(=O)C(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,AIRYGYQPTVLHSA-UHFFFAOYSA-M,amide,*C(=O)CCC(=O)[O-],386.34
GLUE1269,O=C([O-])CCC(=O)S(=O)(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,XKYCAKAYAFANIV-UHFFFAOYSA-M,sulfonamide,*C(=O)CCC(=O)[O-],422.4
GLUE1270,O=C([O-])CCC(=O)CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,HWMPGAHFZHADQM-UHFFFAOYSA-M,acetamide,*C(=O)CCC(=O)[O-],400.37
GLUE1271,O=C([O-])CCC(=O)NC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,GEZAVXCKLVHRIW-UHFFFAOYSA-M,urea,*C(=O)CCC(=O)[O-],401.36
GLUE1272,O=C([O-])CCC(=O)OC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,BDVKRIUCCRQUIW-UHFFFAOYSA-M,carbamate,*C(=O)CCC(=O)[O-],402.34
GLUE1273,C[N+]1(C)CCN(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC1,CICCCOLQXNOGOH-UHFFFAOYSA-O,amide,*N1CC[N+](C)(C)CC1,400.46
GLUE1274,C[N+]1(C)CCN(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC1,UREIAQDJSANPEQ-UHFFFAOYSA-O,sulfonamide,*N1CC[N+](C)(C)CC1,436.51
GLUE1275,C[N+]1(C)CCN(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC1,SWFSQMCDGAUGKH-UHFFFAOYSA-O,acetamide,*N1CC[N+](C)(C)CC1,414.49
GLUE1276,C[N+]1(C)CCN(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC1,UQSULSJNAWEXDN-UHFFFAOYSA-O,urea,*N1CC[N+](C)(C)CC1,415.47
GLUE1277,C[N+]1(C)CCN(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)CC1,NQXZYSFUECMOAO-UHFFFAOYSA-O,carbamate,*N1CC[N+](C)(C)CC1,416.46
GLUE1278,Cn1nc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c2ccccc21,POPKNTXJFVRVGI-UHFFFAOYSA-N,amide,*c1nn(C)c2ccccc12,417.43
GLUE1279,Cn1nc(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c2ccccc21,MSIHGMYVSPLVRP-UHFFFAOYSA-N,sulfonamide,*c1nn(C)c2ccccc12,453.48
GLUE1280,Cn1nc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c2ccccc21,PHOZXGPWWDJCNY-UHFFFAOYSA-N,acetamide,*c1nn(C)c2ccccc12,431.45
GLUE1281,Cn1nc(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c2ccccc21,LCPIEDYWCZQYKP-UHFFFAOYSA-N,urea,*c1nn(C)c2ccccc12,432.44
GLUE1282,Cn1nc(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c2ccccc21,HMYLFMSLSQOIPD-UHFFFAOYSA-N,carbamate,*c1nn(C)c2ccccc12,433.42
GLUE1283,O=C1CCC(N2Cc3cccc(NC(=O)C4C(=O)Nc5ccc(F)cc54)c3C2=O)C(=O)N1,DORFHROTYGHHQO-UHFFFAOYSA-N,amide,*C1C(=O)Nc2ccc(F)cc21,436.4
GLUE1284,O=C1CCC(N2Cc3cccc(NS(=O)(=O)C4C(=O)Nc5ccc(F)cc54)c3C2=O)C(=O)N1,FDVRUCXUJKCNTN-UHFFFAOYSA-N,sulfonamide,*C1C(=O)Nc2ccc(F)cc21,472.45
GLUE1285,O=C1CCC(N2Cc3cccc(NC(=O)CC4C(=O)Nc5ccc(F)cc54)c3C2=O)C(=O)N1,OIBXFZNECMFZNA-UHFFFAOYSA-N,acetamide,*C1C(=O)Nc2ccc(F)cc21,450.43
GLUE1286,O=C1CCC(N2Cc3cccc(NC(=O)NC4C(=O)Nc5ccc(F)cc54)c3C2=O)C(=O)N1,QLYGEHBYRFQCTA-UHFFFAOYSA-N,urea,*C1C(=O)Nc2ccc(F)cc21,451.41
GLUE1287,O=C1CCC(N2Cc3cccc(NC(=O)OC4C(=O)Nc5ccc(F)cc54)c3C2=O)C(=O)N1,IXZMDHZBEDQCSK-UHFFFAOYSA-N,carbamate,*C1C(=O)Nc2ccc(F)cc21,452.4
GLUE1288,Cc1ccc(Cl)c(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1Cl,ROSJCHHPOOTWQQ-UHFFFAOYSA-N,amide,*c1c(Cl)ccc(C)c1Cl,446.29
GLUE1289,Cc1ccc(Cl)c(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1Cl,HDMLOETXDNMWIJ-UHFFFAOYSA-N,sulfonamide,*c1c(Cl)ccc(C)c1Cl,482.35
GLUE1290,Cc1ccc(Cl)c(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1Cl,XSQFJNWDSIDRMN-UHFFFAOYSA-N,acetamide,*c1c(Cl)ccc(C)c1Cl,460.32
GLUE1291,Cc1ccc(Cl)c(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1Cl,MKLQLBVFHWXPNB-UHFFFAOYSA-N,urea,*c1c(Cl)ccc(C)c1Cl,461.31
GLUE1292,Cc1ccc(Cl)c(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1Cl,RPSXPEXCEYVRNV-UHFFFAOYSA-N,carbamate,*c1c(Cl)ccc(C)c1Cl,462.29
GLUE1293,Cc1nc2n(c(=O)c1C(=O)Nc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3)CCCC2O,GIDSPXJVOWCBOD-UHFFFAOYSA-N,amide,*c1c(C)nc2n(c1=O)CCCC2O,465.47
GLUE1294,Cc1nc2n(c(=O)c1S(=O)(=O)Nc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3)CCCC2O,IBPYCTJLLIGTGH-UHFFFAOYSA-N,sulfonamide,*c1c(C)nc2n(c1=O)CCCC2O,501.52
GLUE1295,Cc1nc2n(c(=O)c1CC(=O)Nc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3)CCCC2O,HCPBMEBLSFCXBM-UHFFFAOYSA-N,acetamide,*c1c(C)nc2n(c1=O)CCCC2O,479.49
GLUE1296,Cc1nc2n(c(=O)c1NC(=O)Nc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3)CCCC2O,VEWXOFBIMXEDJL-UHFFFAOYSA-N,urea,*c1c(C)nc2n(c1=O)CCCC2O,480.48
GLUE1297,Cc1nc2n(c(=O)c1OC(=O)Nc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3)CCCC2O,SFDZYFZQTVXCBI-UHFFFAOYSA-N,carbamate,*c1c(C)nc2n(c1=O)CCCC2O,481.47
GLUE1298,O=C1CCC(N2Cc3cccc(NC(=O)N4C[C@@H]5CCCN[C@@H]5C4)c3C2=O)C(=O)N1,HKDOGNHRYMCDHH-PNMZXMJCSA-N,amide,*N1C[C@@H]2CCCN[C@@H]2C1,411.46
GLUE1299,O=C1CCC(N2Cc3cccc(NS(=O)(=O)N4C[C@@H]5CCCN[C@@H]5C4)c3C2=O)C(=O)N1,TVBLRGKGMBBEFW-PNMZXMJCSA-N,sulfonamide,*N1C[C@@H]2CCCN[C@@H]2C1,447.52
GLUE1300,O=C1CCC(N2Cc3cccc(NC(=O)CN4C[C@@H]5CCCN[C@@H]5C4)c3C2=O)C(=O)N1,IDQZITCOEQKVLH-XVMZJDAESA-N,acetamide,*N1C[C@@H]2CCCN[C@@H]2C1,425.49
GLUE1301,O=C1CCC(N2Cc3cccc(NC(=O)NN4C[C@@H]5CCCN[C@@H]5C4)c3C2=O)C(=O)N1,RRTQXKSVOVXBCU-PNMZXMJCSA-N,urea,*N1C[C@@H]2CCCN[C@@H]2C1,426.48
GLUE1302,O=C1CCC(N2Cc3cccc(NC(=O)ON4C[C@@H]5CCCN[C@@H]5C4)c3C2=O)C(=O)N1,JJVJISCEOGAZLZ-PNMZXMJCSA-N,carbamate,*N1C[C@@H]2CCCN[C@@H]2C1,427.46
GLUE1303,O=C1CCC(N2Cc3cccc(NC(=O)c4nccs4)c3C2=O)C(=O)N1,DECXLFQALOIYBM-UHFFFAOYSA-N,amide,*c1nccs1,370.39
GLUE1304,O=C1CCC(N2Cc3cccc(NS(=O)(=O)c4nccs4)c3C2=O)C(=O)N1,WNKLMWCUWKSNKE-UHFFFAOYSA-N,sulfonamide,*c1nccs1,406.45
GLUE1305,O=C1CCC(N2Cc3cccc(NC(=O)Cc4nccs4)c3C2=O)C(=O)N1,VFOZJOBIBJAPOU-UHFFFAOYSA-N,acetamide,*c1nccs1,384.42
GLUE1306,O=C1CCC(N2Cc3cccc(NC(=O)Nc4nccs4)c3C2=O)C(=O)N1,FTJZGWMAKKYFHK-UHFFFAOYSA-N,urea,*c1nccs1,385.41
GLUE1307,O=C1CCC(N2Cc3cccc(NC(=O)Oc4nccs4)c3C2=O)C(=O)N1,XWXREFRISVVLPZ-UHFFFAOYSA-N,carbamate,*c1nccs1,386.39
GLUE1308,Cc1ccnc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)n1,ZOYDAOIJFKSELQ-UHFFFAOYSA-N,amide,*c1nccc(C)n1,379.38
GLUE1309,Cc1ccnc(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)n1,ZKPHVTZXUXAENO-UHFFFAOYSA-N,sulfonamide,*c1nccc(C)n1,415.43
GLUE1310,Cc1ccnc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)n1,YPLXBWHKVGQVFN-UHFFFAOYSA-N,acetamide,*c1nccc(C)n1,393.4
GLUE1311,Cc1ccnc(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)n1,HKUVMUGALURWMH-UHFFFAOYSA-N,urea,*c1nccc(C)n1,394.39
GLUE1312,Cc1ccnc(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)n1,VHSXFBLDSSXPOT-UHFFFAOYSA-N,carbamate,*c1nccc(C)n1,395.38
GLUE1313,Cc1cc(C)nc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)n1,IUXHZUYYVIZWTD-UHFFFAOYSA-N,amide,*c1nc(C)cc(C)n1,393.4
GLUE1314,Cc1cc(C)nc(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)n1,OGCXKQZKLACUHY-UHFFFAOYSA-N,sulfonamide,*c1nc(C)cc(C)n1,429.46
GLUE1315,Cc1cc(C)nc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)n1,FERSVIDPPUDZQE-UHFFFAOYSA-N,acetamide,*c1nc(C)cc(C)n1,407.43
GLUE1316,Cc1cc(C)nc(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)n1,KMAXOKPZMUWPTJ-UHFFFAOYSA-N,urea,*c1nc(C)cc(C)n1,408.42
GLUE1317,Cc1cc(C)nc(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)n1,KAHJTRDXYKRUPB-UHFFFAOYSA-N,carbamate,*c1nc(C)cc(C)n1,409.4
GLUE1318,Cc1noc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1C,YNNXEZZGTOSBNK-UHFFFAOYSA-N,amide,*c1onc(C)c1C,382.38
GLUE1319,Cc1noc(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1C,QGZQHZYFXRGALN-UHFFFAOYSA-N,sulfonamide,*c1onc(C)c1C,418.43
GLUE1320,Cc1noc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1C,XMHFNGIDBPJYMW-UHFFFAOYSA-N,acetamide,*c1onc(C)c1C,396.4
GLUE1321,Cc1noc(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1C,AAVJFVXXCUPBQR-UHFFFAOYSA-N,urea,*c1onc(C)c1C,397.39
GLUE1322,Cc1noc(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)c1C,BXKJOLGEJBQRKW-UHFFFAOYSA-N,carbamate,*c1onc(C)c1C,398.38
GLUE1323,O=C1CCC(N2Cc3cccc(NC(=O)S(=O)(=O)c4cccc5cccnc45)c3C2=O)C(=O)N1,XLCZPPWSNOZCHF-UHFFFAOYSA-N,amide,*S(=O)(=O)c1cccc2cccnc12,478.49
GLUE1324,O=C1CCC(N2Cc3cccc(NS(=O)(=O)S(=O)(=O)c4cccc5cccnc45)c3C2=O)C(=O)N1,NTINWSFTJSCEHZ-UHFFFAOYSA-N,sulfonamide,*S(=O)(=O)c1cccc2cccnc12,514.54
GLUE1325,O=C1CCC(N2Cc3cccc(NC(=O)CS(=O)(=O)c4cccc5cccnc45)c3C2=O)C(=O)N1,VNWSEBNFBIPNKR-UHFFFAOYSA-N,acetamide,*S(=O)(=O)c1cccc2cccnc12,492.51
GLUE1326,O=C1CCC(N2Cc3cccc(NC(=O)NS(=O)(=O)c4cccc5cccnc45)c3C2=O)C(=O)N1,LCYJYWLQHVBIDJ-UHFFFAOYSA-N,urea,*S(=O)(=O)c1cccc2cccnc12,493.5
GLUE1327,O=C1CCC(N2Cc3cccc(NC(=O)OS(=O)(=O)c4cccc5cccnc45)c3C2=O)C(=O)N1,VHNYXRFSOWTJJK-UHFFFAOYSA-N,carbamate,*S(=O)(=O)c1cccc2cccnc12,494.49
GLUE1328,Cn1cc(C(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cn1,JUYNNNDWNBGDAF-UHFFFAOYSA-N,amide,*c1cnn(C)c1,367.37
GLUE1329,Cn1cc(S(=O)(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cn1,NMBGHYHIPFUCKI-UHFFFAOYSA-N,sulfonamide,*c1cnn(C)c1,403.42
GLUE1330,Cn1cc(CC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cn1,GVSJGRIUJIVXSB-UHFFFAOYSA-N,acetamide,*c1cnn(C)c1,381.39
GLUE1331,Cn1cc(NC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cn1,BIYDWOAYHXQIMV-UHFFFAOYSA-N,urea,*c1cnn(C)c1,382.38
GLUE1332,Cn1cc(OC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3)cn1,UWGRODJBZSRRDX-UHFFFAOYSA-N,carbamate,*c1cnn(C)c1,383.36
GLUE1333,C[C@](N)(CC(=O)Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2)C(=O)O,XZYBIVNIGWAGBC-MCEAHNFKSA-N,amide,*C[C@](C)(N)C(=O)O,388.38
